Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
7/17/10,6 WNC,0,8973,0.00%,
7/17/10,7 CLT AREA,1,19730,0.01%,
7/24/10,1 NENC,3,10417,0.03%,
7/24/10,2 SENC,0,5849,0.00%,
7/24/10,3 FAY AREA,1,12124,0.01%,
7/24/10,4 RTP AREA,0,11644,0.00%,
7/24/10,5 TRIAD AREA,3,14845,0.02%,
7/24/10,6 WNC,0,8651,0.00%,
7/24/10,7 CLT AREA,3,19908,0.02%,
7/31/10,1 NENC,1,10211,0.01%,
7/31/10,2 SENC,0,5739,0.00%,
7/31/10,3 FAY AREA,1,12031,0.01%,
7/31/10,4 RTP AREA,3,11840,0.03%,
7/31/10,5 TRIAD AREA,3,14510,0.02%,
7/31/10,6 WNC,0,8728,0.00%,
7/31/10,7 CLT AREA,2,19525,0.01%,
8/7/10,1 NENC,3,9979,0.03%,
8/7/10,2 SENC,1,5682,0.02%,
8/7/10,3 FAY AREA,2,11808,0.02%,
8/7/10,4 RTP AREA,2,11353,0.02%,
8/7/10,5 TRIAD AREA,3,14241,0.02%,
8/7/10,6 WNC,0,8707,0.00%,
8/7/10,7 CLT AREA,4,19111,0.02%,
8/14/10,1 NENC,6,10270,0.06%,
8/14/10,2 SENC,2,5851,0.03%,
8/14/10,3 FAY AREA,1,12083,0.01%,
8/14/10,4 RTP AREA,1,11750,0.01%,
8/14/10,5 TRIAD AREA,2,14589,0.01%,
8/14/10,6 WNC,0,8771,0.00%,
8/14/10,7 CLT AREA,6,19863,0.03%,
8/21/10,1 NENC,2,10276,0.02%,
8/21/10,2 SENC,3,5719,0.05%,
8/21/10,3 FAY AREA,1,12089,0.01%,
8/21/10,4 RTP AREA,0,11723,0.00%,
8/21/10,5 TRIAD AREA,5,14411,0.03%,
8/21/10,6 WNC,1,8910,0.01%,
8/21/10,7 CLT AREA,4,19554,0.02%,
8/28/10,1 NENC,1,10214,0.01%,
8/28/10,2 SENC,1,5829,0.02%,
8/28/10,3 FAY AREA,4,12195,0.03%,
8/28/10,4 RTP AREA,0,11851,0.00%,
8/28/10,5 TRIAD AREA,4,14535,0.03%,
8/28/10,6 WNC,0,8722,0.00%,
8/28/10,7 CLT AREA,2,19703,0.01%,
9/4/10,1 NENC,8,10187,0.08%,
9/4/10,2 SENC,0,5722,0.00%,
9/4/10,3 FAY AREA,1,12316,0.01%,
9/4/10,4 RTP AREA,3,12013,0.02%,
9/4/10,5 TRIAD AREA,6,14469,0.04%,
9/4/10,6 WNC,0,8549,0.00%,
9/4/10,7 CLT AREA,7,19596,0.04%,
9/11/10,1 NENC,7,11077,0.06%,
9/11/10,2 SENC,1,6073,0.02%,
9/11/10,3 FAY AREA,3,12913,0.02%,
9/11/10,4 RTP AREA,1,12297,0.01%,
9/11/10,5 TRIAD AREA,4,15597,0.03%,
9/11/10,6 WNC,0,8888,0.00%,
9/11/10,7 CLT AREA,1,20480,0.00%,
9/18/10,1 NENC,7,10946,0.06%,
9/18/10,2 SENC,1,6162,0.02%,
9/18/10,3 FAY AREA,8,12712,0.06%,
9/18/10,4 RTP AREA,7,12570,0.06%,
9/18/10,5 TRIAD AREA,7,15370,0.05%,
9/18/10,6 WNC,0,8797,0.00%,
9/18/10,7 CLT AREA,3,20362,0.01%,
9/25/10,1 NENC,9,10751,0.08%,
9/25/10,2 SENC,4,5845,0.07%,
9/25/10,3 FAY AREA,5,12666,0.04%,
9/25/10,4 RTP AREA,2,12523,0.02%,
9/25/10,5 TRIAD AREA,2,15457,0.01%,
9/25/10,6 WNC,1,8900,0.01%,
9/25/10,7 CLT AREA,9,20542,0.04%,
10/2/10,1 NENC,5,10086,0.05%,
10/2/10,2 SENC,3,5491,0.05%,
10/2/10,3 FAY AREA,7,11625,0.06%,
10/2/10,4 RTP AREA,3,11518,0.03%,
10/2/10,5 TRIAD AREA,7,14508,0.05%,
10/2/10,6 WNC,1,7880,0.01%,
10/2/10,7 CLT AREA,5,17882,0.03%,
10/9/10,1 NENC,3,9965,0.03%,
10/9/10,2 SENC,0,5647,0.00%,
10/9/10,3 FAY AREA,9,11798,0.08%,
10/9/10,4 RTP AREA,6,11520,0.05%,
10/9/10,5 TRIAD AREA,14,14283,0.10%,
10/9/10,6 WNC,3,7800,0.04%,
10/9/10,7 CLT AREA,12,16732,0.07%,
10/16/10,1 NENC,14,10454,0.13%,
10/16/10,2 SENC,3,5849,0.05%,
10/16/10,3 FAY AREA,8,12439,0.06%,
10/16/10,4 RTP AREA,6,12025,0.05%,
10/16/10,5 TRIAD AREA,10,14797,0.07%,
10/16/10,6 WNC,4,8589,0.05%,
10/16/10,7 CLT AREA,7,19880,0.04%,
10/23/10,1 NENC,19,10463,0.18%,
10/23/10,2 SENC,1,5768,0.02%,
10/23/10,3 FAY AREA,11,12404,0.09%,
10/23/10,4 RTP AREA,6,11796,0.05%,
10/23/10,5 TRIAD AREA,8,14643,0.05%,
10/23/10,6 WNC,3,8568,0.04%,
10/23/10,7 CLT AREA,9,19485,0.05%,
10/30/10,1 NENC,7,10640,0.07%,
10/30/10,2 SENC,2,5835,0.03%,
10/30/10,3 FAY AREA,11,12333,0.09%,
10/30/10,4 RTP AREA,5,11725,0.04%,
10/30/10,5 TRIAD AREA,11,14664,0.08%,
10/30/10,6 WNC,5,8365,0.06%,
10/30/10,7 CLT AREA,15,20027,0.07%,
11/6/10,1 NENC,13,9803,0.13%,
11/6/10,2 SENC,2,5518,0.04%,
11/6/10,3 FAY AREA,20,11216,0.18%,
11/6/10,4 RTP AREA,6,11415,0.05%,
11/6/10,5 TRIAD AREA,15,14005,0.11%,
11/6/10,6 WNC,4,7877,0.05%,
11/6/10,7 CLT AREA,19,18893,0.10%,
11/13/10,1 NENC,11,10077,0.11%,
11/13/10,2 SENC,2,5618,0.04%,
11/13/10,3 FAY AREA,15,11273,0.13%,
11/13/10,4 RTP AREA,18,11748,0.15%,
11/13/10,5 TRIAD AREA,11,14313,0.08%,
11/13/10,6 WNC,5,8256,0.06%,
11/13/10,7 CLT AREA,22,19148,0.11%,
11/20/10,1 NENC,10,10142,0.10%,
11/20/10,2 SENC,3,5687,0.05%,
11/20/10,3 FAY AREA,21,11866,0.18%,
11/20/10,4 RTP AREA,6,11680,0.05%,
11/20/10,5 TRIAD AREA,32,14490,0.22%,
11/20/10,6 WNC,6,8155,0.07%,
11/20/10,7 CLT AREA,28,19446,0.14%,
11/27/10,1 NENC,8,9771,0.08%,
11/27/10,2 SENC,3,5748,0.05%,
11/27/10,3 FAY AREA,16,11714,0.14%,
11/27/10,4 RTP AREA,6,11281,0.05%,
11/27/10,5 TRIAD AREA,27,14119,0.19%,
11/27/10,6 WNC,6,8088,0.07%,
11/27/10,7 CLT AREA,19,19147,0.10%,
12/4/10,1 NENC,10,9663,0.10%,
12/4/10,2 SENC,1,5696,0.02%,
12/4/10,3 FAY AREA,19,11566,0.16%,
12/4/10,4 RTP AREA,13,11770,0.11%,
12/4/10,5 TRIAD AREA,11,14175,0.08%,
12/4/10,6 WNC,9,7770,0.12%,
12/4/10,7 CLT AREA,28,19097,0.15%,
12/11/10,1 NENC,9,9279,0.10%,
12/11/10,2 SENC,4,5386,0.07%,
12/11/10,3 FAY AREA,30,10547,0.28%,
12/11/10,4 RTP AREA,9,11058,0.08%,
12/11/10,5 TRIAD AREA,27,13619,0.20%,
12/11/10,6 WNC,3,7393,0.04%,
12/11/10,7 CLT AREA,27,18042,0.15%,
12/18/10,1 NENC,22,9566,0.23%,
12/18/10,2 SENC,10,5510,0.18%,
12/18/10,3 FAY AREA,29,11153,0.26%,
12/18/10,4 RTP AREA,19,11442,0.17%,
12/18/10,5 TRIAD AREA,34,13816,0.25%,
12/18/10,6 WNC,10,7529,0.13%,
12/18/10,7 CLT AREA,54,19124,0.28%,
12/25/10,1 NENC,37,9578,0.39%,
12/25/10,2 SENC,27,5330,0.51%,
12/25/10,3 FAY AREA,48,10865,0.44%,
12/25/10,4 RTP AREA,28,11644,0.24%,
12/25/10,5 TRIAD AREA,56,13623,0.41%,
12/25/10,6 WNC,22,7596,0.29%,
12/25/10,7 CLT AREA,112,18722,0.60%,
1/1/11,1 NENC,59,10349,0.57%,
1/1/11,2 SENC,35,6212,0.56%,
1/1/11,3 FAY AREA,80,12545,0.64%,
1/1/11,4 RTP AREA,62,12690,0.49%,
1/1/11,5 TRIAD AREA,107,15333,0.70%,
1/1/11,6 WNC,28,8444,0.33%,
1/1/11,7 CLT AREA,207,21318,0.97%,
1/8/11,1 NENC,137,11184,1.22%,
1/8/11,2 SENC,58,6308,0.92%,
1/8/11,3 FAY AREA,131,12921,1.01%,
1/8/11,4 RTP AREA,106,13249,0.80%,
1/8/11,5 TRIAD AREA,119,15720,0.76%,
1/8/11,6 WNC,44,8480,0.52%,
1/8/11,7 CLT AREA,189,21682,0.87%,
1/15/11,1 NENC,175,10632,1.65%,
1/15/11,2 SENC,70,5693,1.23%,
1/15/11,3 FAY AREA,180,12294,1.46%,
1/15/11,4 RTP AREA,154,12507,1.23%,
1/15/11,5 TRIAD AREA,193,14553,1.33%,
1/15/11,6 WNC,68,7853,0.87%,
1/15/11,7 CLT AREA,221,20200,1.09%,
1/22/11,1 NENC,320,11530,2.78%,
1/22/11,2 SENC,118,6165,1.91%,
1/22/11,3 FAY AREA,336,13148,2.56%,
1/22/11,4 RTP AREA,315,13760,2.29%,
1/22/11,5 TRIAD AREA,210,15345,1.37%,
1/22/11,6 WNC,56,8343,0.67%,
1/22/11,7 CLT AREA,240,20507,1.17%,
1/29/11,1 NENC,371,11565,3.21%,
1/29/11,2 SENC,166,6120,2.71%,
1/29/11,3 FAY AREA,454,13359,3.40%,
1/29/11,4 RTP AREA,454,14050,3.23%,
1/29/11,5 TRIAD AREA,308,15380,2.00%,
1/29/11,6 WNC,104,8630,1.21%,
1/29/11,7 CLT AREA,309,20347,1.52%,
2/5/11,1 NENC,319,11411,2.80%,
2/5/11,2 SENC,185,6255,2.96%,
2/5/11,3 FAY AREA,742,14299,5.19%,
2/5/11,4 RTP AREA,616,14260,4.32%,
2/5/11,5 TRIAD AREA,493,16178,3.05%,
2/5/11,6 WNC,150,8521,1.76%,
2/5/11,7 CLT AREA,619,21429,2.89%,
2/12/11,1 NENC,293,11061,2.65%,
2/12/11,2 SENC,222,6327,3.51%,
2/12/11,3 FAY AREA,751,14046,5.35%,
2/12/11,4 RTP AREA,628,14167,4.43%,
2/12/11,5 TRIAD AREA,626,16610,3.77%,
2/12/11,6 WNC,186,8848,2.10%,
2/12/11,7 CLT AREA,597,21526,2.77%,
2/19/11,1 NENC,266,11630,2.29%,
2/19/11,2 SENC,168,6335,2.65%,
2/19/11,3 FAY AREA,670,13986,4.79%,
2/19/11,4 RTP AREA,523,14017,3.73%,
2/19/11,5 TRIAD AREA,678,17159,3.95%,
2/19/11,6 WNC,232,9543,2.43%,
2/19/11,7 CLT AREA,613,22218,2.76%,
2/26/11,1 NENC,196,11497,1.70%,
2/26/11,2 SENC,141,5648,2.50%,
2/26/11,3 FAY AREA,426,13267,3.21%,
2/26/11,4 RTP AREA,356,13917,2.56%,
2/26/11,5 TRIAD AREA,482,16640,2.90%,
2/26/11,6 WNC,178,9612,1.85%,
2/26/11,7 CLT AREA,425,21803,1.95%,
3/5/11,1 NENC,139,10847,1.28%,
3/5/11,2 SENC,80,5900,1.36%,
3/5/11,3 FAY AREA,258,12613,2.05%,
3/5/11,4 RTP AREA,188,12842,1.46%,
3/5/11,5 TRIAD AREA,246,15454,1.59%,
3/5/11,6 WNC,109,8679,1.26%,
3/5/11,7 CLT AREA,240,20096,1.19%,
3/12/11,1 NENC,88,10605,0.83%,
3/12/11,2 SENC,56,5929,0.94%,
3/12/11,3 FAY AREA,115,11918,0.96%,
3/12/11,4 RTP AREA,119,12927,0.92%,
3/12/11,5 TRIAD AREA,148,14903,0.99%,
3/12/11,6 WNC,59,8936,0.66%,
3/12/11,7 CLT AREA,136,19837,0.69%,
3/19/11,1 NENC,42,10725,0.39%,
3/19/11,2 SENC,28,5984,0.47%,
3/19/11,3 FAY AREA,103,12535,0.82%,
3/19/11,4 RTP AREA,64,13342,0.48%,
3/19/11,5 TRIAD AREA,95,15336,0.62%,
3/19/11,6 WNC,52,8890,0.58%,
3/19/11,7 CLT AREA,92,20339,0.45%,
3/26/11,1 NENC,32,10801,0.30%,
3/26/11,2 SENC,10,6103,0.16%,
3/26/11,3 FAY AREA,60,12705,0.47%,
3/26/11,4 RTP AREA,44,13274,0.33%,
3/26/11,5 TRIAD AREA,55,15106,0.36%,
3/26/11,6 WNC,43,8856,0.49%,
3/26/11,7 CLT AREA,65,20844,0.31%,
4/2/11,1 NENC,13,10034,0.13%,
4/2/11,2 SENC,8,5818,0.14%,
4/2/11,3 FAY AREA,37,11783,0.31%,
4/2/11,4 RTP AREA,21,12143,0.17%,
4/2/11,5 TRIAD AREA,28,14169,0.20%,
4/2/11,6 WNC,18,8409,0.21%,
4/2/11,7 CLT AREA,47,19662,0.24%,
4/9/11,1 NENC,4,10397,0.04%,
4/9/11,2 SENC,4,5954,0.07%,
4/9/11,3 FAY AREA,28,12198,0.23%,
4/9/11,4 RTP AREA,24,12866,0.19%,
4/9/11,5 TRIAD AREA,36,14907,0.24%,
4/9/11,6 WNC,11,8675,0.13%,
4/9/11,7 CLT AREA,36,20018,0.18%,
4/16/11,1 NENC,7,10499,0.07%,
4/16/11,2 SENC,1,5945,0.02%,
4/16/11,3 FAY AREA,38,12422,0.31%,
4/16/11,4 RTP AREA,22,13164,0.17%,
4/16/11,5 TRIAD AREA,16,15235,0.11%,
4/16/11,6 WNC,3,8426,0.04%,
4/16/11,7 CLT AREA,19,20509,0.09%,
4/23/11,1 NENC,10,10273,0.10%,
4/23/11,2 SENC,6,6137,0.10%,
4/23/11,3 FAY AREA,7,12306,0.06%,
4/23/11,4 RTP AREA,12,13097,0.09%,
4/23/11,5 TRIAD AREA,12,14923,0.08%,
4/23/11,6 WNC,5,8593,0.06%,
4/23/11,7 CLT AREA,17,20073,0.08%,
4/30/11,1 NENC,9,10711,0.08%,
4/30/11,2 SENC,3,6116,0.05%,
4/30/11,3 FAY AREA,6,12442,0.05%,
4/30/11,4 RTP AREA,6,13011,0.05%,
4/30/11,5 TRIAD AREA,4,15166,0.03%,
4/30/11,6 WNC,2,8707,0.02%,
4/30/11,7 CLT AREA,13,20401,0.06%,
5/7/11,1 NENC,3,10369,0.03%,
5/7/11,2 SENC,1,5974,0.02%,
5/7/11,3 FAY AREA,3,12302,0.02%,
5/7/11,4 RTP AREA,2,12992,0.02%,
5/7/11,5 TRIAD AREA,11,14906,0.07%,
5/7/11,6 WNC,0,8408,0.00%,
5/7/11,7 CLT AREA,3,19883,0.02%,
5/14/11,1 NENC,0,10765,0.00%,
5/14/11,2 SENC,4,5914,0.07%,
5/14/11,3 FAY AREA,5,12592,0.04%,
5/14/11,4 RTP AREA,2,13246,0.02%,
5/14/11,5 TRIAD AREA,4,15347,0.03%,
5/14/11,6 WNC,0,8834,0.00%,
5/14/11,7 CLT AREA,6,20717,0.03%,
5/21/11,1 NENC,3,10911,0.03%,
5/21/11,2 SENC,0,6150,0.00%,
5/21/11,3 FAY AREA,2,12667,0.02%,
5/21/11,4 RTP AREA,2,13431,0.01%,
5/21/11,5 TRIAD AREA,5,15450,0.03%,
5/21/11,6 WNC,3,8815,0.03%,
5/21/11,7 CLT AREA,7,20453,0.03%,
5/28/11,1 NENC,4,10903,0.04%,
5/28/11,2 SENC,2,6127,0.03%,
5/28/11,3 FAY AREA,6,12841,0.05%,
5/28/11,4 RTP AREA,0,12944,0.00%,
5/28/11,5 TRIAD AREA,2,15550,0.01%,
5/28/11,6 WNC,0,8994,0.00%,
5/28/11,7 CLT AREA,2,20465,0.01%,
6/4/11,1 NENC,0,11220,0.00%,
6/4/11,2 SENC,1,6402,0.02%,
6/4/11,3 FAY AREA,2,13009,0.02%,
6/4/11,4 RTP AREA,5,13507,0.04%,
6/4/11,5 TRIAD AREA,0,16005,0.00%,
6/4/11,6 WNC,2,9236,0.02%,
6/4/11,7 CLT AREA,3,20850,0.01%,
6/11/11,1 NENC,8,10774,0.07%,
6/11/11,2 SENC,1,6257,0.02%,
6/11/11,3 FAY AREA,1,12732,0.01%,
6/11/11,4 RTP AREA,2,13305,0.02%,
6/11/11,5 TRIAD AREA,1,15545,0.01%,
6/11/11,6 WNC,0,8973,0.00%,
6/11/11,7 CLT AREA,2,20563,0.01%,
6/18/11,1 NENC,1,10527,0.01%,
6/18/11,2 SENC,0,5933,0.00%,
6/18/11,3 FAY AREA,3,12510,0.02%,
6/18/11,4 RTP AREA,3,12962,0.02%,
6/18/11,5 TRIAD AREA,1,15387,0.01%,
6/18/11,6 WNC,0,8841,0.00%,
6/18/11,7 CLT AREA,1,20378,0.00%,
6/25/11,1 NENC,2,9764,0.02%,
6/25/11,2 SENC,0,5863,0.00%,
6/25/11,3 FAY AREA,0,12309,0.00%,
6/25/11,4 RTP AREA,2,12986,0.02%,
6/25/11,5 TRIAD AREA,1,15323,0.01%,
6/25/11,6 WNC,1,8797,0.01%,
6/25/11,7 CLT AREA,2,20502,0.01%,
7/2/11,1 NENC,1,9392,0.01%,
7/2/11,2 SENC,0,5896,0.00%,
7/2/11,3 FAY AREA,0,11857,0.00%,
7/2/11,4 RTP AREA,1,12744,0.01%,
7/2/11,5 TRIAD AREA,1,14672,0.01%,
7/2/11,6 WNC,0,8760,0.00%,
7/2/11,7 CLT AREA,5,19696,0.03%,
7/9/11,1 NENC,0,10498,0.00%,
7/9/11,2 SENC,1,6089,0.02%,
7/9/11,3 FAY AREA,2,12322,0.02%,
7/9/11,4 RTP AREA,1,12830,0.01%,
7/9/11,5 TRIAD AREA,7,14911,0.05%,
7/9/11,6 WNC,0,8909,0.00%,
7/9/11,7 CLT AREA,2,20016,0.01%,
7/16/11,1 NENC,0,10594,0.00%,
7/16/11,2 SENC,1,6194,0.02%,
7/16/11,3 FAY AREA,5,12346,0.04%,
7/16/11,4 RTP AREA,1,13062,0.01%,
7/16/11,5 TRIAD AREA,2,15069,0.01%,
7/16/11,6 WNC,1,8965,0.01%,
7/16/11,7 CLT AREA,1,20345,0.00%,
7/23/11,1 NENC,2,10675,0.02%,
7/23/11,2 SENC,1,6007,0.02%,
7/23/11,3 FAY AREA,3,12362,0.02%,
7/23/11,4 RTP AREA,0,12893,0.00%,
7/23/11,5 TRIAD AREA,2,15112,0.01%,
7/23/11,6 WNC,0,8953,0.00%,
7/23/11,7 CLT AREA,3,20308,0.01%,
7/30/11,1 NENC,0,10579,0.00%,
7/30/11,2 SENC,1,6024,0.02%,
7/30/11,3 FAY AREA,1,12242,0.01%,
7/30/11,4 RTP AREA,0,13022,0.00%,
7/30/11,5 TRIAD AREA,2,15158,0.01%,
7/30/11,6 WNC,0,8762,0.00%,
7/30/11,7 CLT AREA,1,20374,0.00%,
8/6/11,1 NENC,2,10335,0.02%,
8/6/11,2 SENC,0,5834,0.00%,
8/6/11,3 FAY AREA,1,12144,0.01%,
8/6/11,4 RTP AREA,0,12761,0.00%,
8/6/11,5 TRIAD AREA,1,14702,0.01%,
8/6/11,6 WNC,2,8652,0.02%,
8/6/11,7 CLT AREA,2,19547,0.01%,
8/13/11,1 NENC,2,10954,0.02%,
8/13/11,2 SENC,0,6262,0.00%,
8/13/11,3 FAY AREA,2,12186,0.02%,
8/13/11,4 RTP AREA,1,13025,0.01%,
8/13/11,5 TRIAD AREA,2,14491,0.01%,
8/13/11,6 WNC,0,8808,0.00%,
8/13/11,7 CLT AREA,1,20095,0.00%,
8/20/11,1 NENC,1,10406,0.01%,
8/20/11,2 SENC,0,5881,0.00%,
8/20/11,3 FAY AREA,4,11744,0.03%,
8/20/11,4 RTP AREA,2,13111,0.02%,
8/20/11,5 TRIAD AREA,1,14589,0.01%,
8/20/11,6 WNC,3,8639,0.03%,
8/20/11,7 CLT AREA,5,19618,0.03%,
8/27/11,1 NENC,0,9501,0.00%,
8/27/11,2 SENC,0,5461,0.00%,
8/27/11,3 FAY AREA,3,11758,0.03%,
8/27/11,4 RTP AREA,2,12769,0.02%,
8/27/11,5 TRIAD AREA,1,15166,0.01%,
8/27/11,6 WNC,0,8694,0.00%,
8/27/11,7 CLT AREA,1,20040,0.00%,
9/3/11,1 NENC,0,11220,0.00%,
9/3/11,2 SENC,1,6280,0.02%,
9/3/11,3 FAY AREA,2,12026,0.02%,
9/3/11,4 RTP AREA,1,12874,0.01%,
9/3/11,5 TRIAD AREA,3,15464,0.02%,
9/3/11,6 WNC,0,8767,0.00%,
9/3/11,7 CLT AREA,3,20340,0.01%,
9/10/11,1 NENC,2,11392,0.02%,
9/10/11,2 SENC,0,6283,0.00%,
9/10/11,3 FAY AREA,4,12810,0.03%,
9/10/11,4 RTP AREA,1,13560,0.01%,
9/10/11,5 TRIAD AREA,7,15900,0.04%,
9/10/11,6 WNC,0,8865,0.00%,
9/10/11,7 CLT AREA,5,21000,0.02%,
9/17/11,1 NENC,4,10794,0.04%,
9/17/11,2 SENC,2,6230,0.03%,
9/17/11,3 FAY AREA,4,12510,0.03%,
9/17/11,4 RTP AREA,1,13422,0.01%,
9/17/11,5 TRIAD AREA,7,15295,0.05%,
9/17/11,6 WNC,0,8721,0.00%,
9/17/11,7 CLT AREA,9,20347,0.04%,
9/24/11,1 NENC,7,10913,0.06%,
9/24/11,2 SENC,3,6299,0.05%,
9/24/11,3 FAY AREA,2,12220,0.02%,
9/24/11,4 RTP AREA,2,13571,0.01%,
9/24/11,5 TRIAD AREA,7,15112,0.05%,
9/24/11,6 WNC,3,8755,0.03%,
9/24/11,7 CLT AREA,3,20324,0.01%,
10/1/11,1 NENC,5,10855,0.05%,
10/1/11,2 SENC,4,6100,0.07%,
10/1/11,3 FAY AREA,5,12470,0.04%,
10/1/11,4 RTP AREA,5,13569,0.04%,
10/1/11,5 TRIAD AREA,7,15005,0.05%,
10/1/11,6 WNC,2,8721,0.02%,
10/1/11,7 CLT AREA,8,20471,0.04%,
10/8/11,1 NENC,5,10371,0.05%,
10/8/11,2 SENC,1,5902,0.02%,
10/8/11,3 FAY AREA,5,12042,0.04%,
10/8/11,4 RTP AREA,10,12852,0.08%,
10/8/11,5 TRIAD AREA,9,14314,0.06%,
10/8/11,6 WNC,2,8114,0.02%,
10/8/11,7 CLT AREA,7,20184,0.03%,
10/15/11,1 NENC,6,10499,0.06%,
10/15/11,2 SENC,6,5934,0.10%,
10/15/11,3 FAY AREA,8,12231,0.07%,
10/15/11,4 RTP AREA,7,13225,0.05%,
10/15/11,5 TRIAD AREA,4,14513,0.03%,
10/15/11,6 WNC,1,8447,0.01%,
10/15/11,7 CLT AREA,10,20600,0.05%,
10/22/11,1 NENC,15,9800,0.15%,
10/22/11,2 SENC,3,5941,0.05%,
10/22/11,3 FAY AREA,9,12079,0.07%,
10/22/11,4 RTP AREA,7,13094,0.05%,
10/22/11,5 TRIAD AREA,13,14428,0.09%,
10/22/11,6 WNC,1,8511,0.01%,
10/22/11,7 CLT AREA,15,19917,0.08%,
10/29/11,1 NENC,5,9547,0.05%,
10/29/11,2 SENC,4,5837,0.07%,
10/29/11,3 FAY AREA,9,11898,0.08%,
10/29/11,4 RTP AREA,6,12818,0.05%,
10/29/11,5 TRIAD AREA,18,13847,0.13%,
10/29/11,6 WNC,4,8524,0.05%,
10/29/11,7 CLT AREA,15,19586,0.08%,
11/5/11,1 NENC,10,8891,0.11%,
11/5/11,2 SENC,3,5570,0.05%,
11/5/11,3 FAY AREA,6,11064,0.05%,
11/5/11,4 RTP AREA,6,12174,0.05%,
11/5/11,5 TRIAD AREA,6,13286,0.05%,
11/5/11,6 WNC,4,8771,0.05%,
11/5/11,7 CLT AREA,14,19173,0.07%,
11/12/11,1 NENC,12,9762,0.12%,
11/12/11,2 SENC,3,5847,0.05%,
11/12/11,3 FAY AREA,7,11363,0.06%,
11/12/11,4 RTP AREA,8,12453,0.06%,
11/12/11,5 TRIAD AREA,14,13749,0.10%,
11/12/11,6 WNC,3,9819,0.03%,
11/12/11,7 CLT AREA,20,19523,0.10%,
11/19/11,1 NENC,11,9706,0.11%,
11/19/11,2 SENC,4,5822,0.07%,
11/19/11,3 FAY AREA,16,11843,0.14%,
11/19/11,4 RTP AREA,10,12639,0.08%,
11/19/11,5 TRIAD AREA,14,14095,0.10%,
11/19/11,6 WNC,5,8938,0.06%,
11/19/11,7 CLT AREA,17,19763,0.09%,
11/26/11,1 NENC,2,9145,0.02%,
11/26/11,2 SENC,9,5578,0.16%,
11/26/11,3 FAY AREA,15,11198,0.13%,
11/26/11,4 RTP AREA,8,12229,0.07%,
11/26/11,5 TRIAD AREA,10,13636,0.07%,
11/26/11,6 WNC,7,8664,0.08%,
11/26/11,7 CLT AREA,16,18952,0.08%,
12/3/11,1 NENC,6,9729,0.06%,
12/3/11,2 SENC,1,5793,0.02%,
12/3/11,3 FAY AREA,13,11493,0.11%,
12/3/11,4 RTP AREA,5,12535,0.04%,
12/3/11,5 TRIAD AREA,14,13768,0.10%,
12/3/11,6 WNC,3,8290,0.04%,
12/3/11,7 CLT AREA,16,19761,0.08%,
12/10/11,1 NENC,8,9550,0.08%,
12/10/11,2 SENC,7,5582,0.13%,
12/10/11,3 FAY AREA,16,11325,0.14%,
12/10/11,4 RTP AREA,9,12564,0.07%,
12/10/11,5 TRIAD AREA,23,13555,0.17%,
12/10/11,6 WNC,3,8226,0.04%,
12/10/11,7 CLT AREA,25,19576,0.13%,
12/17/11,1 NENC,9,9173,0.10%,
12/17/11,2 SENC,0,5575,0.00%,
12/17/11,3 FAY AREA,22,11405,0.19%,
12/17/11,4 RTP AREA,6,12467,0.05%,
12/17/11,5 TRIAD AREA,15,13603,0.11%,
12/17/11,6 WNC,10,8427,0.12%,
12/17/11,7 CLT AREA,18,19413,0.09%,
12/24/11,1 NENC,6,9504,0.06%,
12/24/11,2 SENC,3,5664,0.05%,
12/24/11,3 FAY AREA,23,11239,0.20%,
12/24/11,4 RTP AREA,8,11967,0.07%,
12/24/11,5 TRIAD AREA,23,13301,0.17%,
12/24/11,6 WNC,7,7986,0.09%,
12/24/11,7 CLT AREA,15,19181,0.08%,
12/31/11,1 NENC,13,10840,0.12%,
12/31/11,2 SENC,4,5825,0.07%,
12/31/11,3 FAY AREA,16,11923,0.13%,
12/31/11,4 RTP AREA,9,12846,0.07%,
12/31/11,5 TRIAD AREA,25,14301,0.17%,
12/31/11,6 WNC,6,8633,0.07%,
12/31/11,7 CLT AREA,34,20425,0.17%,
1/7/12,1 NENC,12,11462,0.10%,
1/7/12,2 SENC,8,6139,0.13%,
1/7/12,3 FAY AREA,18,12922,0.14%,
1/7/12,4 RTP AREA,24,14358,0.17%,
1/7/12,5 TRIAD AREA,20,15039,0.13%,
1/7/12,6 WNC,11,8800,0.12%,
1/7/12,7 CLT AREA,30,21155,0.14%,
1/14/12,1 NENC,19,10772,0.18%,
1/14/12,2 SENC,4,5898,0.07%,
1/14/12,3 FAY AREA,19,12282,0.15%,
1/14/12,4 RTP AREA,15,13155,0.11%,
1/14/12,5 TRIAD AREA,17,14545,0.12%,
1/14/12,6 WNC,7,8680,0.08%,
1/14/12,7 CLT AREA,24,20678,0.12%,
1/21/12,1 NENC,26,10586,0.25%,
1/21/12,2 SENC,7,5856,0.12%,
1/21/12,3 FAY AREA,11,12317,0.09%,
1/21/12,4 RTP AREA,20,13042,0.15%,
1/21/12,5 TRIAD AREA,14,14367,0.10%,
1/21/12,6 WNC,4,8502,0.05%,
1/21/12,7 CLT AREA,35,20170,0.17%,
1/28/12,1 NENC,15,11161,0.13%,
1/28/12,2 SENC,3,6080,0.05%,
1/28/12,3 FAY AREA,10,13036,0.08%,
